gid;nom;arrete_pref_numero;xy_precis;id_adr;adr_num;adr_voie;com_cp;com_insee;com_nom;lat_coor1;long_coor1;structure_siren;structure_type;structure_rais;structure_num;structure_voie;structure_cp;structure_insee;structure_com;_userid_creation;_userid_modification;_edit_datemaj;lieu_accessibilite;rdv_lundi;rdv_mardi;rdv_mercredi;rdv_jeudi;rdv_vendredi;rdv_samedi;rdv_dimanche;rdv;date_fermeture;date_ouverture;rdv_site_web;rdv_tel;rdv_tel2;rdv_modalites;rdv_consultation_prevaccination;centre_svi_repondeur;centre_fermeture;reserve_professionels_sante
2188;Centre de vaccination de Noron - Niort;;1;79191_0307_00006;6;Rue Archimède;79000;79191;Niort;46.3284;-0.489942;130007867;8412Z;AGENCE REGIONALE DE SANTE NOUVELLE-AQUITAINE;103;RUE BELLEVILLE;33000;33063;BORDEAUX;18113;18113;2021-04-01 08:24:42.761552;oui;fermé;fermé;fermé;fermé;fermé;fermé;fermé;t;;2021-04-07;https://partners.doctolib.fr/centre-de-sante/niort/centre-de-vaccination-covid-niortais?pid=practice-166014&enable_cookies_consent=1;+33764393608;;;t;;f;f
1104;Centre de vaccination - Centre SDIS Lumbres, Salle Leio Lagrang;;0.99999986338601;62534_0330_00009;;Rue de l'Isle;62380;62534;Lumbres;50.7048;2.12533;130007974;8412Z;AGENCE REGIONALE DE SANTE HAUTS-DE-FRANCE;556;AV WILLY BRANDT;59777;59350;LILLE;101;101;2021-02-10 16:26:37.516872;;09:00-12:30/13:30-18:00;09:00-12:30/13:30-18:00;09:00-12:30/13:30-18:00;09:00-12:30/13:30-18:00;09:00-12:30/13:30-18:00;09:00-12:30/13:30-18:00;09:00-12:30/13:30-18:00;t;;2021-01-26;https://partners.doctolib.fr/centre-de-sante/bruay-la-buissiere/centre-de-vaccination-covid-pas-de-calais?pid=practice-164610&enable_cookies_consent=1;+33392043471;;;;;;
1135;Centre de vaccination - CPTS de la Marque,, Salle Marianne;;0.99999999858456;59009_6660_00027;;Rue de la Station;59650;59009;Villeneuve-d'Ascq;50.6245;3.14801;130007974;8412Z;AGENCE REGIONALE DE SANTE HAUTS-DE-FRANCE;556;AV WILLY BRANDT;59777;59350;LILLE;101;101;2021-04-01 18:10:08.128924;;09:00-12:00/14:00-17:00;09:00-12:00/14:00-17:00;09:00-12:00/14:00-17:00;09:00-12:00/14:00-17:00;09:00-12:00/14:00-17:00;fermé;fermé;t;;2021-01-13;https://partners.doctolib.fr/centre-de-sante/villeneuve-d-ascq/centre-de-vaccination-covid-salle-marianne?speciality_id=5494&enable_cookies_consent=1;+33320435000;;;;;;
240;Centre de vaccination du CH d'Aubenas - Maison médicale de garde;;0.99999978941801;07019_2420_00017_ter;14;Avenue de Bellande;07200;07019;Aubenas;44.6129;4.39797;130008071;8412Z;AGENCE REGIONALE DE SANTE AUVERGNE-RHONE-ALPES;241;RUE GARIBALDI;69003;69383;LYON 3EME;41;164;2021-03-01 17:05:45.991412;Oui;fermé;09:00-17:00;09:00-17:00;09:00-17:00;09:00-17:00;fermé;fermé;t;;2021-01-12;https://partners.doctolib.fr/hopital-public/aubenas/centre-de-vaccination-covid-ch-d-ardeche-meridionale?speciality_id=5494&enable_cookies_consent=1;+33475356222;;;t;;;
556;Cosne Cours Sur Loire- salle Polyvalente;;0.99999992997687;58086_1970_00006;6;Impasse de la Madeleine;58200;58086;Cosne-Cours-sur-Loire;47.4094;2.92308;130007933;8412Z;AGENCE REGIONALE DE SANTE BOURGOGNE-FRANCHE-COMTE;2;PL DES SAVOIRS;21000;21231;DIJON;18173;18173;2021-01-25 09:58:52.05009;;13:30-17:00;09:00-12:00/13:30-17:00;09:00-12:00/13:30-17:00;09:00-12:00/13:30-17:00;09:00-12:00/13:30-17:00;fermé;fermé;t;;2021-01-19;https://partners.doctolib.fr/centre-de-sante/cosne-cours-sur-loire/centre-de-vaccination-covid-de-cosne-cours-sur-loire?speciality_id=5494&enable_cookies_consent=1;+33386265064;;;t;;;
970;Centre de vaccination - Centre SDIS Avesnes Le Comte, Salle Jacques Nirdol;;0.9999999994436;62063_0445_00015;15;Rue des Fosses;62810;62063;Avesnes-le-Comte;50.2758;2.52877;130007974;8412Z;AGENCE REGIONALE DE SANTE HAUTS-DE-FRANCE;556;AV WILLY BRANDT;59777;59350;LILLE;101;101;2021-02-05 11:25:13.650633;;08:00-12:30/13:30-18:00;08:00-12:30/13:30-18:00;08:00-12:30/13:30-18:00;08:00-12:30/13:30-18:00;08:00-12:30/13:30-18:00;08:00-12:30/13:30-18:00;08:00-12:30/13:30-18:00;t;;2021-02-05;https://partners.doctolib.fr/centre-de-sante/bruay-la-buissiere/centre-de-vaccination-covid-pas-de-calais?pid=practice-164609&enable_cookies_consent=1;+33392043471;;;;;;
1129;MSP Prayssac;;0.99999909572035;46225_0098_00002;2;Rue du Docteur Charles Blanches;46220;46225;Prayssac;44.5032;1.19208;130008048;8412Z;AGENCE REGIONALE DE SANTE OCCITANIE;1025;AV HENRI BECQUEREL;34000;34172;MONTPELLIER;18080;18080;2021-01-26 12:27:01.563498;;12H30-15H00;12H30-15H00;12H30-15H00;12H30-15H00;12H30-15H00;fermé;fermé;t;;2021-01-15;https://partners.doctolib.fr/centre-depistage-covid/prayssac/centre-de-vaccination-msp-de-prayssac?speciality_id=5494&enable_cookies_consent=1;+33800541919;;;t;;;
1333;SAULIEU - Marché couvert;;0.99999994490566;21584_1680_00008;;Rue Sallier;21210;21584;Saulieu;47.2798;4.23048;130007933;8412Z;AGENCE REGIONALE DE SANTE BOURGOGNE-FRANCHE-COMTE;;;;;;18184;18184;2021-03-30 20:00:01.944151;;fermé;fermé;fermé;fermé;09:00 - 12:00 - 14:00-17:00;09:00 - 12:00 - 14:00-17:00;fermé;t;;2021-02-02;https://partners.doctolib.fr/maison-de-sante/seurre/centre-de-vaccination-pole-de-sante-rives-de-saone??pid=practice-177661&enable_cookies_consent=1;+33345810421;;;;;;
1147;Centre de vaccination de Wissembourg;;1;67544_0250_00002;2;Rue des Ecoles;67160;67544;Wissembourg;49.0353;7.94691;130007834;8412Z;AGENCE REGIONALE DE SANTE GRAND EST;3;BD JOFFRE;54000;54395;NANCY;13943;19794;2021-03-29 20:00:02.147992;;8:30-12:30;8:30-12:30/14:00-18:00;8:30-12:30/14:00-18:00;8:30-12:30/16:00-20:00;8:30-12:30/14:00-18:00;fermé;fermé;t;;2021-03-29;https://partners.doctolib.fr/hopital-public/wissembourg/centre-de-vaccination-covid-ch-de-wissembourg?speciality_id=5494&enable_cookies_consent=1;0970818161;;;;;f;
793;Centre de vaccination COVID - LES SABLES D'OLONNE - Olonnespace;21/CAB/066;0.99999995914404;85166_1303_00020;20;Allée des Aulnes;85340;85194;Les Sables-d'Olonne;46.5061;-1.76954;130008006;8412Z;AGENCE REGIONALE DE SANTE PAYS DE LOIRE;17;BD GASTON DOUMERGUE;44200;44109;NANTES;10695;10695;2021-03-12 16:05:52.448838;;9h-18h;9h-18h;9h-18h;9h-18h;9h-18h;9h-13h;fermé;t;;2021-01-18;https://partners.doctolib.fr/centre-de-sante/les-sables-d'olonne/centre-de-vaccination-covid-des-sables-d-olonne?speciality_id=5494&enable_cookies_consent=1;+33244410331;;;t;;f;f
857;Centre de vaccination Linandes-Cordeliers/site des Cordeliers;2021-32;0.99999995603242;95500_1640_00002;2;Rue Rodin;95300;95500;Pontoise;49.0573;2.09486;130008014;8412Z;AGENCE REGIONALE SANTE ILE DE FRANCE;13;RUE DU LANDY;93200;93066;SAINT-DENIS;18064;18250;2021-03-24 17:35:57.119492;;13h30-16h30;13h30-16h30;13h30-16h30;13h30-16h30;13h30-16h30;fermé;fermé;t;;2021-01-18;https://partners.doctolib.fr/centre-de-sante/cergy/centre-de-vaccination-cergy-pontoise?pid=practice-164245&enable_cookies_consent=1;01.34.43.34.44;;;t;;;
1088;Centre de vaccination - CH Seclin (SALLE ROSENBERG);;0.9999999765072;59560_0430_00077_b;77 b;Rue Marx Dormoy;59113;59560;Seclin;50.5497;3.02431;130007974;8412Z;AGENCE REGIONALE DE SANTE HAUTS-DE-FRANCE;556;AV WILLY BRANDT;59777;59350;LILLE;101;101;2021-02-05 14:56:23.002574;;fermé;09:00-13:00;09:00-13:00;09:00-13:00;09:00-13:00;09:00-13:00;fermé;;;2021-01-13;https://partners.doctolib.fr/centre-de-vaccinations-internationales/haut-de-france/vaccination-gh-seclin-carvin?pid=practice-163841&enable_cookies_consent=1;;;;;;;
540;ARGENTAN : HALL DU CHAMP DE FOIRE;;0.99999995922804;61006_0541_00005;;rue du Paty;61200;61006;Argentan;48.747;-0.0105956;130007909;8412Z;AGENCE REGIONALE DE SANTE NORMANDIE;2;PL JEAN NOUZILLE;14000;14118;CAEN;11533;18094;2021-04-01 16:34:16.150305;;;;;;;;;t;;2021-01-18;https://partners.doctolib.fr/centre-de-sante/alencon/centres-de-vaccination-covid-departement-orne-saonois?pid=practice-164098&enable_cookies_consent=1;+33279461156;;;;;;
1021;Salle polyvalente de Riez ;;0.99999277985513;04166_0154_00011;11;Chemin de la Rouguiere;04500;04166;Riez;43.8156;6.09538;130007982;8412Z;AGENCE REGIONALE DE SANTE DE PROVENCE ALPES COTE D'AZUR;132;BD DE PARIS;13003;13203;MARSEILLE 3;10366;10366;2021-02-10 17:51:03.129385;;fermé; 14H-18H; 14H-18H; 14H-18H; 14H-18H; 14H-18H;fermé;t;;2021-01-18;https://partners.doctolib.fr/centre-de-sante/greoux-les-bains/centre-de-vaccination-cpts-verdon?pid=practice-164863&enable_cookies_consent=1;06.08.94.95.50 ;;;;;;
444;Centre de Vaccination - SAINT NAZAIRE - Centre d'examen de Santé;SIRACEDPC-2021-35;0.99999983999154;44184_1010_00009;16;Rue Charles Coulomb;44600;44184;Saint-Nazaire;47.2744;-2.22307;130008006;8412Z;AGENCE REGIONALE DE SANTE PAYS DE LOIRE;17;BD GASTON DOUMERGUE;44200;44109;NANTES;362;10695;2021-03-12 15:50:08.427914;;8h-20h;8h-20h;8h-20h;8h-20h;8h-20h;8h-20h;fermé;t;;2021-01-18;https://partners.doctolib.fr/centre-de-sante/saint-nazaire/centre-de-vaccination-cpam-loire-atlantique?speciality_id=5494&enable_cookies_consent=1;+33806000344;;;t;;;
119;Filature de l'Isle;;0.99999962530721;24322_1545_00027;15;Chemin des Feutres de Toulon;24000;24322;Périgueux;45.1995;0.69758;130007867;8412Z;AGENCE REGIONALE DE SANTE NOUVELLE-AQUITAINE;103;RUE BELLEVILLE;33000;33063;BORDEAUX;51;18146;2021-03-12 16:26:16.881613;;08:30-12:00/13:00-18:00;08:30-12:00/13:00-18:00;08:30-12:00/13:00-18:00;08:30-12:00/13:00-18:00;08:30-12:00/13:00-18:00;08:30-12:00/13:00-18:00;fermé;t;;2021-01-11;https://partners.doctolib.fr/hopital-public/perigueux/vaccination-covid?speciality_id=5494&enable_cookies_consent=1;+33553453133;;;t;t;f;
328;CENTRE NOGENT SUR MARNE;2021-258 modifiant l'arrêté 2021-96;0.99999997028521;94052_4180_00180;2 ;rue Jean Monnet (Maison des associations Simone Veil);94130;94052;Nogent-sur-Marne;48.8383;2.49234;130008014;8412Z;AGENCE REGIONALE SANTE ILE DE FRANCE;13;RUE DU LANDY;93200;93066;SAINT-DENIS;18064;18237;2021-03-25 07:48:47.271111;;14:00-20:00;14:00-20:00;14:00-20:00;14:00-20:00;14:00-20:00;08:00-20:00;08:00-20:00;t;;2021-01-14;https://partners.doctolib.fr/centre-de-sante/nogent-sur-marne/accueil-ambulatoire-de-recours-ville-de-nogent-sur-marne-adp94?pid=practice-123104&enable_cookies_consent=1;+33143246221;;;t;f;f;f
1492;Centre de Vaccination de SAINT RAPHAEL;;0.99999993234694;83118_2688;;;83700;83118;Saint-Raphaël;43.4252;6.76837;130007982;8412Z;AGENCE REGIONALE DE SANTE DE PROVENCE ALPES COTE D'AZUR;132;DE PARIS BD;13003;13203;MARSEILLE 3;10366;10366;2021-03-30 20:00:01.989325;;9h-17h;9h-17h;9h-17h;9h-17h;9h-17h;fermé;fermé;t;;2021-03-01;https://partners.doctolib.fr/centre-de-vaccinations-internationales/toulon/centre-de-vaccination-covid-19-du-var?pid=practice-173153&enable_cookies_consent=1;04 94 51 91 60;;Réservé aux plus de 75 ans;;;f;
484;CENTRE DE VACCINATION AMBULATOIRE DE CHAMPIGNY;2021-96;0.99999998413867;94017_6130_00018;11;RUE DE MUSSELBURGH (Gymnase Pascal Tabanelli);94500;94017;Champigny-sur-Marne;48.8155;2.51119;130008014;8412Z;AGENCE REGIONALE SANTE ILE DE FRANCE;13;RUE DU LANDY;93200;93066;SAINT-DENIS;18150;18237;2021-03-25 08:21:06.994643;;09:00-17:00;09:00-17:00;09:00-17:00;09:00-17:00;09:00-17:00;08:00-20:00;fermé;t;;2021-01-12;https://partners.doctolib.fr/centre-de-sante/champigny-sur-marne/centre-de-vaccination-ambulatoire-de-champigny?pid=practice-167416&enable_cookies_consent=1;+33615287380;;;t;f;f;f
1698;Hôpital des Armées Bégin;;0.99999995747304;94067_4137_00025;69;Avenue de Paris;94160;94067;Saint-Mandé;48.8428;2.41788;130008014;8412Z;AGENCE REGIONALE SANTE ILE DE FRANCE;13;RUE DU LANDY;93200;93066;SAINT-DENIS;18237;18237;2021-03-30 20:00:01.995144;;08h30-12h00 et 13h30-17h30;08h30-12h00 et 13h30-17h30;08h30-12h00 et 13h30-17h30;08h30-12h00 et 13h30-17h30;08h30-12h00 et 13h30-17h30;08h30-12h00 et 13h30-17h30;fermé;t;;2021-03-29;https://partners.doctolib.fr/hopital-public/saint-mande/centre-de-vaccination-covid-19-hopital-des-armees-begin?pid=practice-178732&enable_cookies_consent=1;+33143984962;+33186937537;Ouvert le lundi, mardi et vendredi de 8h30-12h et 13h30-17h30 jusqu'au 5 avril puis du lundi au samedi aux mêmes horaires;t;f;f;f
308;CH SAINT-DENIS;;0.99999991474499;93066_2548_00002;2;Rue du Docteur Delafontaine;93200;93066;Saint-Denis;48.936;2.37253;130008014;8412Z;AGENCE REGIONALE SANTE ILE DE FRANCE;13;RUE DU LANDY;93200;93066;SAINT-DENIS;18064;18279;2021-03-26 15:06:44.641776;;9h-16h;9h-16h;9h-16h;9h-16h;9h-16h;fermé;fermé;t;2021-04-06;2021-01-06;https://partners.doctolib.fr/hopital-public/saint-denis/centre-hospitalier-de-saint-denis-vaccination-covid19?pid=practice-164541&enable_cookies_consent=1;+33142356090;;;t;;f;f
2257;Centre de Foncine le Haut;;0.9999999994164;39228_0027_00058;58;Grande Rue;39460;39228;Foncine-le-Haut;46.6588;6.07248;130007933;8412Z;AGENCE REGIONALE DE SANTE BOURGOGNE-FRANCHE-COMTE;2;PL DES SAVOIRS;21000;21231;DIJON;18177;18177;2021-03-30 20:00:02.006101;;fermé;fermé;fermé;8:30-12:30/14:00-17:20;fermé;fermé;fermé;t;;2021-04-05;https://partners.doctolib.fr/centre-de-sante/dole/ars-de-bourgogne-franche-comte?pid=practice-179926&enable_cookies_consent=1;+33384868600;;;t;f;t;
903;Centre de vaccination de Mazamet - Palais des Congrès;;0.99999948857016;81163_1120_00007;;Rue Jean Assemat;81200;81163;Mazamet;43.4951;2.37707;130008048;8412Z;AGENCE REGIONALE DE SANTE OCCITANIE;1025;AV HENRI BECQUEREL;34000;34172;MONTPELLIER;18204;18204;2021-04-04 07:44:06.451676;oui;fermé;14:00-18:00;14:00-18:00;9:00-13:00 & 13:30-17:30;fermé;fermé;fermé;t;;2021-04-06;https://partners.doctolib.fr/centre-de-sante/mazamet/centre-de-vaccination-covid-19-centre-de-vaccination-de-mazamet?pid=practice-165219&enable_cookies_consent=1;+33800541919;;;t;;;
150;Centre de vaccination du Centre Hospitalier de la Basse-Terre;;0.9999999840267;97105_0342_01171;1171;Avenue Gaston Feuillard;97100;97105;Basse-Terre;16.0047;-61.7298;130008030;8412Z;AGENCE REGIONALE DE SANTE DE GUADELOUPE, SAINT-MARTIN ET SAINT-BARTHELEMY;;RUE DES ARCHIVES BISDARY;97113;97109;GOURBEYRE;10;13179;2021-01-22 14:36:31.305424;Oui;ouvert;ouvert;ouvert;ouvert;ouvert;fermé;fermé;t;;2021-01-12;https://partners.doctolib.fr/hopital-public/basse-terre/centre-de-vaccination-anti-covid-du-chbt?speciality_id=5494&enable_cookies_consent=1;05 90 99 14 74;;;;;;
147;Urgences du CH de Saint Tropez (Réservé aux professionnels de santé libéraux);;0.99999996219026;83065_0175_01445;;Route Départementale 559;83580;83065;Gassin;43.2506;6.57315;130007982;8412Z;AGENCE REGIONALE DE SANTE DE PROVENCE ALPES COTE D'AZUR;132;BD DE PARIS;13003;13203;MARSEILLE 3;10366;10366;2021-01-29 16:24:15.422903;;10H à 18H;10H à 18H;10H à 18H;10H à 18H;10H à 18H;10H à 14H;fermé;t;;2021-01-12;https://partners.doctolib.fr/hopital-public/gassin/centre-hospitalier-de-saint-tropez-reserve-aux-professionnels-de-sante?speciality_id=5494&enable_cookies_consent=1;+33498125308;;réservé aux professionnels de santé libéraux;;;;t
279;Centre de vaccination - POLYCLINIQUE VAUBAN;;0.99999998111835;59606_3870_00010;10;Avenue Vauban;59300;59606;Valenciennes;50.3602;3.51218;130007974;8412Z;AGENCE REGIONALE DE SANTE HAUTS-DE-FRANCE;556;AV WILLY BRANDT;59777;59350;LILLE;101;101;2021-02-04 16:53:38.040301;;08:00-13:00/13:30-18:30;08:00-13:00/13:30-18:30;08:00-13:00/13:30-18:30;08:00-13:00/13:30-18:30;08:00-13:00/13:30-18:30;08:00-13:00/13:30-18:30;fermé;t;;2021-01-13;https://partners.doctolib.fr/centre-de-sante/saint-saulve/centre-de-vaccination-covid-19-groupe-elsan?pid=practice-162448&enable_cookies_consent=1;03 92 04 34 71 ;;;;;;
267;Centre de vaccination - HOPITAL PRIVÉ LE BOIS;;0.99999988543525;59350_5967_00044;44;Avenue Marx Dormoy;59000;59350;Lille;50.6341;3.03286;130007974;8412Z;AGENCE REGIONALE DE SANTE HAUTS-DE-FRANCE;556;AV WILLY BRANDT;59777;59350;LILLE;101;19090;2021-02-04 16:45:14.446806;oui;08:00-18:00;08:00-18:00;08:00-18:00;08:00-18:00;08:00-18:00;;;t;;2021-01-13;https://partners.doctolib.fr/centre-de-sante/villeneuve-d-ascq/vaccination-covid-19-hopital-prive-le-bois-et-villeneuve-d-ascq?pid=practice-163992&enable_cookies_consent=1;+33970301706;;;t;;;f
144;Centre de vaccination de Sancoins - MSP en Berry;;0.99999998366002;18242_0083_00002;3;Rue de l'Industrie;18600;18242;Sancoins;46.828;2.91915;130007842;8412Z;AGENCE REGIONALE DE SANTE DU CENTRE-VAL DE LOIRE;131;RUE DU FAUBOURG BANNIER;45000;45234;ORLEANS;53;18350;2021-02-09 18:55:19.326186;;13h30-18h30;13h30-18h30;9h-12h30/13h30-18h30 ;13h30-18h30;13h30-18h30;fermé;fermé;t;;2021-01-18;https://partners.doctolib.fr/centre-de-sante/sancoins/centre-de-vaccination-covid-19-de-sancoins?speciality_id=5494&enable_cookies_consent=1;08 05 02 14 00;;;f;;;
451;CARHAIX - ex service social (CHU Brest);;0.9999996233625;29024_0325_00018;;Rue du Docteur Menguy;29270;29024;Carhaix-Plouguer;48.2738;-3.57978;130007966;8412Z;AGENCE REGIONALE DE SANTE DE BRETAGNE;6;PL DES COLOMBES;35000;35238;RENNES;18078;18078;2021-03-12 15:52:23.362612;;8h45-19h;8h45-19h;8h45-19h;8h45-19h;8h45-19h;8h45-19h;8h45-19h;t;2021-03-15;2021-01-13;https://partners.doctolib.fr/hopital-public/brest/chru-de-brest-vaccination-covid-19?pid=practice-162936&?speciality_id=5494&enable_cookies_consent=1;+33298145143 ;;;;;;
157;CHRU Tours - Site de Bretonneau  - CAP Santé Centre de vaccination;;0.99999776997334;37261_4740_09999;2;Boulevard Tonnellé;37000;37261;Tours;47.3869;0.667766;130007842;8412Z;AGENCE REGIONALE DE SANTE DU CENTRE-VAL DE LOIRE;131;RUE DU FAUBOURG BANNIER;45000;45234;ORLEANS;53;18350;2021-03-29 20:00:02.095143;;9h-17h;9h-17h;9h-17h;9h-17h;9h-17h;fermé;fermé;t;;2021-01-06;https://partners.doctolib.fr/hopital-public/tours/centre-de-vaccination-covid-chru-tours-reserve-aux-professionnels-de-sante?pid=practice-162208&?speciality_id=5494&enable_cookies_consent=1;+33247478181;;;f;;f;
2258;Centre de Nozeroy;;0.99999999998024;39391_0021_00004;2;Allee Bannerettes;39250;39391;Nozeroy;46.7777;6.04687;130007933;8412Z;AGENCE REGIONALE DE SANTE BOURGOGNE-FRANCHE-COMTE;2;PL DES SAVOIRS;21000;21231;DIJON;18177;18177;2021-03-27 07:42:35.018267;Oui;fermé;fermé;fermé;8:30-12:30/13:30-17:30;fermé;fermé;fermé;;;2021-04-05;;+33384868600;;;;t;t;f
163;Centre de vaccination du CHI de Mont de Marsan;;0.99999987235426;40192_0789_00025;35;Rue de la Ferme de Fatigue;40000;40192;Mont-de-Marsan;43.889;-0.482295;130007867;8412Z;AGENCE REGIONALE DE SANTE NOUVELLE-AQUITAINE;103;RUE BELLEVILLE;33000;33063;BORDEAUX;51;18107;2021-02-18 17:41:21.163126;;9h00-17h00;9h00-17h00;9h00-17h00;9h00-17h00;9h00-17h00;9h00-13h00;fermé;t;;2021-01-07;https://partners.doctolib.fr/hopital-public/mont-de-marsan/ch-de-mont-de-marsan-centre-de-vaccination-covid-19?speciality_id=5494&enable_cookies_consent=1;05 58 05 13 00;;;t;;;
861;Ville de Saint Fargeau;;0.99999761522554;77407_0330_00185;185;Avenue de Fontainebleau;77310;77407;Saint-Fargeau-Ponthierry;48.5355;2.52877;130008014;8412Z;AGENCE REGIONALE SANTE ILE DE FRANCE;13;RUE DU LANDY;93200;93066;SAINT-DENIS;18064;18991;2021-03-26 14:39:55.688544;;9:00-17:00 ;9:00-17:00 ;9:00-17:00 ;9:00-17:00 ;9:00-17:00 ;9:00-17:00 ;fermé;t;;2021-01-18;https://partners.doctolib.fr/centre-depistage-covid/saint-fargeau-ponthierry/centre-de-vaccination-saint-fargeau-ponthierry?speciality_id=5494&enable_cookies_consent=1;+33625405522 ;;;t;;;
166;Centre de vaccination de Bar sur Seine, MSP;;0.99999997404259;10034_2720_00007;6 B;Rue du Stade;10110;10034;Bar-sur-Seine;48.1193;4.37361;130007834;8412Z;AGENCE REGIONALE DE SANTE GRAND EST;3;BD JOFFRE;54000;54395;NANCY;13532;18318;2021-02-05 18:27:49.235038;;13:30-17:00;13:30-17:00;13:30-17:00;13:30-17:00;13:30-17:00;;;t;;2021-01-18;https://partners.doctolib.fr/hopital-public/troyes/vaccination-covid-19-dans-l-aube?pid=practice-163754&enable_cookies_consent=1;+33674308462;;;;;;
170;CHP Saint Martin ;;0.99999858409053;14118_6285_00018;18;Rue des Roquemonts;14000;14118;Caen;49.1981;-0.380526;130007909;8412Z;AGENCE REGIONALE DE SANTE NORMANDIE;2;PL JEAN NOUZILLE;14000;14118;CAEN;11533;18092;2021-02-08 18:44:07.366835;;;;;;;;;t;;2021-01-12;https://partners.doctolib.fr/centre-de-sante/caen/hpsmvc-reserve-aux-professionnels-de-sante?speciality_id=5494&enable_cookies_consent=1;+33279461156;;;;;;
759;Mairie - Salle Pierre Michel;;0.99999997514284;04088_0700_00001;1;Place du Bourguet;04300;04088;Forcalquier;43.9598;5.78046;130007982;8412Z;AGENCE REGIONALE DE SANTE DE PROVENCE ALPES COTE D'AZUR;132;BD DE PARIS;13003;13203;MARSEILLE 3;10366;10366;2021-02-10 17:39:47.287435;;14h30 – 17h30;9h – 12h30 / 14h30 – 17h30;9h – 12h30 / 14h30 – 17h30;9h – 12h30 / 14h30 – 17h30;9h – 12h30 / 14h30 – 17h30;fermé;fermé;t;;2021-01-18;https://partners.doctolib.fr/centre-de-sante/forcalquier/centre-de-vaccination-ville-de-forcalquier?pid=practice-164823?speciality_id=5494&enable_cookies_consent=1;+33776150710;;;;;;
168;CH Pont Audemer;;0.99999800169894;27549_0005_00057;64;64 route de lisieux;27500;27467;Pont-Audemer;49.3467;0.514494;130007909;8412Z;AGENCE REGIONALE DE SANTE NORMANDIE;2;PL JEAN NOUZILLE;14000;14118;CAEN;11533;18092;2021-02-05 08:45:25.147038;;;;;;;;;;;2021-01-18;https://partners.doctolib.fr/hopital-public/pont-audemer/centre-de-vaccination-covid-centre-hospitalier-ch-de-la-risle?speciality_id=5494&enable_cookies_consent=1;+33279461156;;;;;;
1194;Centre de vaccination - CH Cambrai, Maison Médicale de garde;;0.99999992015506;59122_2210_00032;516;Avenue de Paris;59400;59122;Cambrai;50.1657;3.22895;130007974;8412Z;AGENCE REGIONALE DE SANTE HAUTS-DE-FRANCE;556;AV WILLY BRANDT;59777;59350;LILLE;101;101;2021-02-05 12:19:43.124936;;10:00-12:00/13:00-17:00;10:00-12:00/13:00-17:00;10:00-12:00/13:00-17:00;10:00-12:00/13:00-17:00;10:00-12:00/13:00-17:00;10:00-12:00/13:00-17:00;10:00-12:00/13:00-17:00;t;;2021-01-20;https://partners.doctolib.fr/centre-de-sante/cambrai/centre-de-vaccination-ch-cambrai?speciality_id=5494&enable_cookies_consent=1;+33327737389;;;;;;
161;CH de Lisieux;;0.99999928107842;14366_1090_00025;4;rue Roger Aini;14100;14366;Lisieux;49.1463;0.230798;130007909;8412Z;AGENCE REGIONALE DE SANTE NORMANDIE;2;PL JEAN NOUZILLE;14000;14118;CAEN;11533;20324;2021-02-28 12:32:15.519077;;;;;;;;;;;2021-01-11;https://partners.doctolib.fr/hopital-public/lisieux/centre-de-vaccination-covid-19-ch-de-lisieux?speciality_id=5494&enable_cookies_consent=1;+33279461156;;;;;;
1195;Salle des fêtes MASSEUBE;;0.99999998993807;32242_0058;;place DASTE;32140;32242;Masseube;43.4309;0.579554;130008048;8412Z;AGENCE REGIONALE DE SANTE OCCITANIE;1025;AV HENRI BECQUEREL;34000;34172;MONTPELLIER;17568;10;2021-02-10 18:24:03.71189;oui;09:00-12:00/14:00-17:00;fermé;fermé;fermé;fermé;fermé;fermé;t;;2021-01-25;https://partners.doctolib.fr/centre-de-sante/masseube/centre-de-vaccination-covid-19-masseube?pid=practice-166212&enable_cookies_consent=1;+33800541919;;Réservé aux plus de 75 ans;t;;;
716;Centre de Vaccination - REZE - Confluent;SIRACEDPC-2021-35;0.99999987956786;44109_2870_00002;2;Rue Eric Tabarly;44200;44109;Nantes;47.1951;-1.54743;130008006;8412Z;AGENCE REGIONALE DE SANTE PAYS DE LOIRE;17;BD GASTON DOUMERGUE;44200;44109;NANTES;10695;10695;2021-03-12 15:44:42.986259;;fermé;12h-18h;12h-18h;12h-18h;12h-18h;12h-18h;fermé;t;;2021-01-19;https://partners.doctolib.fr/clinique-privee/nantes/centre-de-vaccination-covid-hopital-prive-confluent?speciality_id=5494&enable_cookies_consent=1;+33806000344;;;t;;;
190;Maison Médicale de Garde - hôpital de Brignoles (Réservé aux professionnels de santé libéraux);;0.99999996986879;83023_0546_00002_f;95;Rue Joseph Monnier;83170;83023;Brignoles;43.4048;6.06584;130007982;8412Z;AGENCE REGIONALE DE SANTE DE PROVENCE ALPES COTE D'AZUR;132;BD DE PARIS;13003;13203;MARSEILLE 3;10366;10366;2021-03-26 11:48:09.326657;;ouvert;fermé;ouvert;fermé;ouvert;fermé;fermé;t;;2021-01-11;https://partners.doctolib.fr/hopital-public/brignoles/ch-brignoles-centre-de-vaccination-covid-19?pid=practice-164118?speciality_id=5494&enable_cookies_consent=1;+33494726600;;réservé aux professionnels de santé libéraux;;;;t
